id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,original_language,release_year
42337,Beau Pere,1981-09-16,8.3846,6.564,141,"[18, 10749]","Rémi is a man trapped in a deteriorating marriage. When his wife is unexpectedly killed in a car accident, Rémi is left with his stepdaughter, Marion, who chooses to stay with him rather than live with her birth father. After the initial shock passes, Rémi is caught off-guard when Marion begins expressing her attraction to him. Initially repulsed, Marion's mature beauty wears him down as he finally caves to her seductions.",fr,1981
1927,Hulk,2003-06-19,8.3811,5.579,6236,"[878, 12, 28]","Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",en,2003
563,Starship Troopers,1997-11-07,8.3799,7.104,5453,"[12, 28, 53, 878]","Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs.""",en,1997
169,Predator 2,1990-11-21,8.3774,6.303,3800,"[878, 28, 53]",A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,en,1990
937278,A Man Called Otto,2022-12-28,8.3726,7.75,3555,"[35, 18]","When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.",en,2022
585083,Hotel Transylvania: Transformania,2022-01-31,8.3719,7.036,3004,"[16, 35, 10751, 12, 14]","When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",en,2022
278154,Ice Age: Collision Course,2016-06-23,8.3595,6.113,4857,"[12, 16, 10751, 35, 878]","Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.",en,2016
1114967,Good Fortune,2025-10-14,8.3584,6.89,599,"[35, 14]",A well-meaning but rather inept angel named Gabriel meddles in the lives of a struggling gig worker and a wealthy capitalist.,en,2025
1593,Night at the Museum,2006-12-20,8.3553,6.599,10914,"[14, 10751, 35]","Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",en,2006
855,Black Hawk Down,2001-12-28,8.3545,7.392,6328,"[28, 10752, 36]","When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",en,2001
520763,A Quiet Place Part II,2021-05-21,8.3503,7.433,7337,"[878, 53, 27]","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",en,2021
565,The Ring,2002-10-18,8.338,6.699,6640,"[27, 9648]",Journalist Rachel Keller investigates a strange videotape that may be behind the untimely deaths of four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring in order to save herself and her son.,en,2002
749170,Heads of State,2025-06-24,8.3323,6.816,1024,"[28, 53, 35]","The UK Prime Minister and US President have a public rivalry that risks their countries' alliance. But when they become targets of a powerful enemy, they're forced to rely on each other as they go on a wild, multinational run. Allied with Noel, a brilliant MI6 agent, they must find a way to thwart a conspiracy that threatens the free world.",en,2025
138103,The Expendables 3,2014-08-07,8.3207,6.204,5316,"[28, 12, 53]","Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",en,2014
420809,Maleficent: Mistress of Evil,2019-10-16,8.3164,7.295,6458,"[10751, 14, 12]","Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",en,2019
782,Gattaca,1997-07-09,8.1723,7.565,6892,"[53, 878, 9648, 10749]","Vincent is an all-too-human man who dares to defy a system obsessed with genetic perfection. He is an ""In-Valid"" who assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation.",en,1997
15121,The Sound of Music,1965-03-29,7.5441,7.732,3609,"[18, 10751, 10402, 10749]","In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children and brings a new love of life and music into the home.",en,1965
968051,The Nun II,2023-09-06,8.1217,6.645,2446,[27],"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",en,2023
893723,PAW Patrol: The Mighty Movie,2023-09-21,8.2364,6.986,541,"[12, 16, 35, 10751, 878]","A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",en,2023
177677,Mission: Impossible - Rogue Nation,2015-07-28,8.4731,7.222,9673,"[28, 12]","Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",en,2015
165,Back to the Future Part II,1989-11-22,7.9721,7.8,13862,"[12, 35, 878]","Marty and Doc are at it again as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",en,1989
770,Gone with the Wind,1939-12-15,7.774,7.9,4362,"[18, 10752, 10749]",The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,en,1939
6844,The Ten Commandments,1956-10-05,7.7211,7.772,1843,"[18, 36]","Escaping death, a Hebrew infant is raised in a royal household to become a prince. Upon discovery of his true heritage, Moses embarks on a personal quest to reclaim his destiny as the leader and liberator of the Hebrew people.",en,1956
297,Meet Joe Black,1998-11-12,8.5274,7.358,5713,"[14, 18, 10749]","Bill Parrish has it all - success, wealth and power. Days before his 65th birthday, he receives a visit from a mysterious stranger, Joe Black, who soon reveals himself as Death. In exchange for extra time, Bill agrees to serve as Joe's earthly guide. But will he regret his choice when Joe unexpectedly falls in love with Bill's beautiful daughter Susan?",en,1998
4327,Charlie's Angels,2000-11-02,8.1857,5.853,4491,"[28, 35, 12]","The captivating crime-fighting trio who are masters of disguise, espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination.",en,2000
320288,Dark Phoenix,2019-06-05,8.0993,5.964,7042,"[878, 28, 12]","The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",en,2019
3134,Baise-moi,2000-06-28,8.1404,4.832,483,"[80, 18, 53]","Nadine and Manu are two mad women, as tidy as can be, almost perfectionists. They have several things in common: extreme sex, drugs, beer and the trigger. They find the solution to their problems with guns and beware to those who dare to get in their way!",fr,2000
877703,Teen Wolf: The Movie,2023-01-18,7.3156,7.471,953,"[28, 14, 10770]","The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",en,2023
1232546,Until Dawn,2025-04-23,7.7448,6.289,1376,"[27, 9648]","One year after her sister Melanie mysteriously disappeared, Clover and her friends head into the remote valley where she vanished in search of answers. Exploring an abandoned visitor center, they find themselves stalked by a masked killer and horrifically murdered one by one...only to wake up and find themselves back at the beginning of the same evening.",en,2025
